"","Measure","Scenario","Period","Strategy","WYear","Value"
"2192","FSID and Broken O Shortages","WW","2050s","Baseline",1986,0
"2193","FSID and Broken O Shortages","WW","2050s","Baseline",1987,148.0065314
"2194","FSID and Broken O Shortages","WW","2050s","Baseline",1988,614.9550388
"2195","FSID and Broken O Shortages","WW","2050s","Baseline",1989,441.3815791
"2196","FSID and Broken O Shortages","WW","2050s","Baseline",1990,0
"2197","FSID and Broken O Shortages","WW","2050s","Baseline",1991,9.91735
"2198","FSID and Broken O Shortages","WW","2050s","Baseline",1992,466.2741276
"2199","FSID and Broken O Shortages","WW","2050s","Baseline",1993,0
"2200","FSID and Broken O Shortages","WW","2050s","Baseline",1994,532.2641745
"2201","FSID and Broken O Shortages","WW","2050s","Baseline",1995,679.3979791
"2202","FSID and Broken O Shortages","WW","2050s","Baseline",1996,0
"2203","FSID and Broken O Shortages","WW","2050s","Baseline",1997,334.7105625
"2204","FSID and Broken O Shortages","WW","2050s","Baseline",1998,0
"2205","FSID and Broken O Shortages","WW","2050s","Baseline",1999,0
"2206","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1951,0
"2207","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1952,0
"2208","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1953,0
"2209","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1954,0
"2210","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1955,0
"2211","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1956,0
"2212","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1957,0
"2213","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1958,0
"2214","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1959,0
"2215","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1960,0
"2216","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1961,404.2906901
"2217","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1962,10.6512339
"2218","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1963,118.016465
"2219","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1964,257.2957284
"2220","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1965,0
"2221","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1966,0
"2222","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1967,53.7718717
"2223","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1968,0
"2224","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1969,0
"2225","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1970,0
"2226","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1971,0
"2227","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1972,0
"2228","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1973,4481.3926139
"2229","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1974,699.6888772
"2230","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1975,3.1933867
"2231","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1976,0
"2232","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1977,3712.5401378
"2233","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1978,0
"2234","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1979,0
"2235","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1980,491.2261802
"2236","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1981,23.0875908
"2237","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1982,0
"2238","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1983,83.2264012
"2239","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1984,670.0360007
"2240","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1985,1277.5331923
"2241","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1986,45.0842731
"2242","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1987,13.3685878
"2243","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1988,1335.8472103
"2244","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1989,644.7269235
"2245","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1990,26.5189939
"2246","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1991,0
"2247","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1992,126.7635677
"2248","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1993,0
"2249","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1994,472.8195786
"2250","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1995,4.3834687
"2251","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1996,0
"2252","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1997,0
"2253","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1998,0
"2254","FSID and Broken O Shortages","WW","2080s","Add30kAcFt",1999,0
"2255","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1951,0
"2256","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1952,0
"2257","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1953,0
"2258","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1954,0
"2259","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1955,0
"2260","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1956,0
"2261","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1957,0
"2262","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1958,0
"2263","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1959,0
"2264","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1960,0
"2265","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1961,353.9502215
"2266","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1962,0
"2267","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1963,330.644449
"2268","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1964,104.2115138
"2269","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1965,0
"2270","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1966,0
"2271","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1967,155.2065275
"2272","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1968,0
"2273","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1969,0
"2274","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1970,0
"2275","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1971,47.1470819
"2276","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1972,0
"2277","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1973,4157.4126241
"2278","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1974,699.8872242
"2279","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1975,0
"2280","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1976,0
"2281","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1977,4355.2042525
"2282","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1978,0
"2283","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1979,0
"2284","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1980,316.1254486
"2285","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1981,23.0875908
"2286","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1982,0
"2287","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1983,228.0593806
"2288","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1984,951.6887407
"2289","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1985,1362.8620717
"2290","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1986,137.4346363
"2291","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1987,12.8330509
"2292","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1988,1493.55291
"2293","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1989,622.5318942
"2294","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1990,112.8991124
"2295","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1991,0
"2296","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1992,218.2412041
"2297","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1993,0
"2298","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1994,565.6261399
"2299","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1995,0
"2300","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1996,0
"2301","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1997,0
"2302","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1998,0
"2303","FSID and Broken O Shortages","WW","2080s","Add30kAcFtIncPSCCap",1999,0
"2304","FSID and Broken O Shortages","WW","2080s","Baseline",1951,0
"2305","FSID and Broken O Shortages","WW","2080s","Baseline",1952,0
"2306","FSID and Broken O Shortages","WW","2080s","Baseline",1953,0
"2307","FSID and Broken O Shortages","WW","2080s","Baseline",1954,0
"2308","FSID and Broken O Shortages","WW","2080s","Baseline",1955,0
"2309","FSID and Broken O Shortages","WW","2080s","Baseline",1956,0
"2310","FSID and Broken O Shortages","WW","2080s","Baseline",1957,0
"2311","FSID and Broken O Shortages","WW","2080s","Baseline",1958,0
"2312","FSID and Broken O Shortages","WW","2080s","Baseline",1959,0
"2313","FSID and Broken O Shortages","WW","2080s","Baseline",1960,0
"2314","FSID and Broken O Shortages","WW","2080s","Baseline",1961,463.5766084
"2315","FSID and Broken O Shortages","WW","2080s","Baseline",1962,277.7849735
"2316","FSID and Broken O Shortages","WW","2080s","Baseline",1963,150.7833894
"2317","FSID and Broken O Shortages","WW","2080s","Baseline",1964,761.5533065
"2318","FSID and Broken O Shortages","WW","2080s","Baseline",1965,0
"2319","FSID and Broken O Shortages","WW","2080s","Baseline",1966,0
"2320","FSID and Broken O Shortages","WW","2080s","Baseline",1967,45.3817936
"2321","FSID and Broken O Shortages","WW","2080s","Baseline",1968,22.214864
"2322","FSID and Broken O Shortages","WW","2080s","Baseline",1969,18.5057751
"2323","FSID and Broken O Shortages","WW","2080s","Baseline",1970,0
"2324","FSID and Broken O Shortages","WW","2080s","Baseline",1971,0
"2325","FSID and Broken O Shortages","WW","2080s","Baseline",1972,0
"2326","FSID and Broken O Shortages","WW","2080s","Baseline",1973,5474.5557123
"2327","FSID and Broken O Shortages","WW","2080s","Baseline",1974,710.3996152
"2328","FSID and Broken O Shortages","WW","2080s","Baseline",1975,64.066081
"2329","FSID and Broken O Shortages","WW","2080s","Baseline",1976,0
"2330","FSID and Broken O Shortages","WW","2080s","Baseline",1977,3695.9186592
"2331","FSID and Broken O Shortages","WW","2080s","Baseline",1978,0
"2332","FSID and Broken O Shortages","WW","2080s","Baseline",1979,0
"2333","FSID and Broken O Shortages","WW","2080s","Baseline",1980,527.5236812
"2334","FSID and Broken O Shortages","WW","2080s","Baseline",1981,23.0875908
"2335","FSID and Broken O Shortages","WW","2080s","Baseline",1982,0
"2336","FSID and Broken O Shortages","WW","2080s","Baseline",1983,0
"2337","FSID and Broken O Shortages","WW","2080s","Baseline",1984,682.1748371
"2338","FSID and Broken O Shortages","WW","2080s","Baseline",1985,716.3698599
"2339","FSID and Broken O Shortages","WW","2080s","Baseline",1986,163.7156138
"2340","FSID and Broken O Shortages","WW","2080s","Baseline",1987,30.6446115
"2341","FSID and Broken O Shortages","WW","2080s","Baseline",1988,1347.7281956
"2342","FSID and Broken O Shortages","WW","2080s","Baseline",1989,650.776507
"2343","FSID and Broken O Shortages","WW","2080s","Baseline",1990,60.5751738
"2344","FSID and Broken O Shortages","WW","2080s","Baseline",1991,0
"2345","FSID and Broken O Shortages","WW","2080s","Baseline",1992,125.553651
"2346","FSID and Broken O Shortages","WW","2080s","Baseline",1993,0
"2347","FSID and Broken O Shortages","WW","2080s","Baseline",1994,461.0179321
"2348","FSID and Broken O Shortages","WW","2080s","Baseline",1995,146.975127
"2349","FSID and Broken O Shortages","WW","2080s","Baseline",1996,0
"2350","FSID and Broken O Shortages","WW","2080s","Baseline",1997,370.0956673
"2351","FSID and Broken O Shortages","WW","2080s","Baseline",1998,0
"2352","FSID and Broken O Shortages","WW","2080s","Baseline",1999,0
"2353","GID Shortages","CT","2020s","Add30kAcFt",1951,2486.1408021
"2354","GID Shortages","CT","2020s","Add30kAcFt",1952,18327.2032959
"2355","GID Shortages","CT","2020s","Add30kAcFt",1953,11007.4452773
"2356","GID Shortages","CT","2020s","Add30kAcFt",1954,16219.5482392
"2357","GID Shortages","CT","2020s","Add30kAcFt",1955,1798.5709266
"2358","GID Shortages","CT","2020s","Add30kAcFt",1956,20121.3510844
"2359","GID Shortages","CT","2020s","Add30kAcFt",1957,10459.0951611
"2360","GID Shortages","CT","2020s","Add30kAcFt",1958,4951.9907061
"2361","GID Shortages","CT","2020s","Add30kAcFt",1959,24466.6181522
"2362","GID Shortages","CT","2020s","Add30kAcFt",1960,31442.561481
"2363","GID Shortages","CT","2020s","Add30kAcFt",1961,52015.3701721
"2364","GID Shortages","CT","2020s","Add30kAcFt",1962,18285.2330707
"2365","GID Shortages","CT","2020s","Add30kAcFt",1963,34556.2920258
"2366","GID Shortages","CT","2020s","Add30kAcFt",1964,9098.4744105
"2367","GID Shortages","CT","2020s","Add30kAcFt",1965,3462.9006036
"2368","GID Shortages","CT","2020s","Add30kAcFt",1966,18746.8262091
"2369","GID Shortages","CT","2020s","Add30kAcFt",1967,25408.4887164
"2370","GID Shortages","CT","2020s","Add30kAcFt",1968,22465.1184099
"2371","GID Shortages","CT","2020s","Add30kAcFt",1969,13278.3002456
"2372","GID Shortages","CT","2020s","Add30kAcFt",1970,10796.7214245
"2373","GID Shortages","CT","2020s","Add30kAcFt",1971,35506.6716763
"2374","GID Shortages","CT","2020s","Add30kAcFt",1972,24093.8249657
"2375","GID Shortages","CT","2020s","Add30kAcFt",1973,90598.562496
"2376","GID Shortages","CT","2020s","Add30kAcFt",1974,33227.08944
"2377","GID Shortages","CT","2020s","Add30kAcFt",1975,3503.3832263
"2378","GID Shortages","CT","2020s","Add30kAcFt",1976,18453.9271942
"2379","GID Shortages","CT","2020s","Add30kAcFt",1977,91328.4199519
"2380","GID Shortages","CT","2020s","Add30kAcFt",1978,9223.1950041
"2381","GID Shortages","CT","2020s","Add30kAcFt",1979,29459.6666873
"2382","GID Shortages","CT","2020s","Add30kAcFt",1980,12893.7847514
"2383","GID Shortages","CT","2020s","Add30kAcFt",1981,25258.6177232
"2384","GID Shortages","CT","2020s","Add30kAcFt",1982,3707.502124
"2385","GID Shortages","CT","2020s","Add30kAcFt",1983,41568.0568228
"2386","GID Shortages","CT","2020s","Add30kAcFt",1984,61255.9998775
"2387","GID Shortages","CT","2020s","Add30kAcFt",1985,66643.6796038
"2388","GID Shortages","CT","2020s","Add30kAcFt",1986,42368.3671331
"2389","GID Shortages","CT","2020s","Add30kAcFt",1987,15417.7899958
"2390","GID Shortages","CT","2020s","Add30kAcFt",1988,65379.8521892
"2391","GID Shortages","CT","2020s","Add30kAcFt",1989,7807.3544487
"2392","GID Shortages","CT","2020s","Add30kAcFt",1990,16126.0871328
"2393","GID Shortages","CT","2020s","Add30kAcFt",1991,14648.5011563
"2394","GID Shortages","CT","2020s","Add30kAcFt",1992,51425.7837146
"2395","GID Shortages","CT","2020s","Add30kAcFt",1993,7696.8355003
"2396","GID Shortages","CT","2020s","Add30kAcFt",1994,47921.5079268
"2397","GID Shortages","CT","2020s","Add30kAcFt",1995,10906.4073155
"2398","GID Shortages","CT","2020s","Add30kAcFt",1996,12799.926951
"2399","GID Shortages","CT","2020s","Add30kAcFt",1997,8112.3327959
"2400","GID Shortages","CT","2020s","Add30kAcFt",1998,14827.628332
"2401","GID Shortages","CT","2020s","Add30kAcFt",1999,14908.6134121
"2402","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1951,2486.1408021
"2403","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1952,18327.2032959
"2404","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1953,11007.4452773
"2405","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1954,16219.5482392
"2406","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1955,1798.5709266
"2407","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1956,20121.3510844
"2408","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1957,10459.0951611
"2409","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1958,4951.9907061
"2410","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1959,24466.6181522
"2411","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1960,31442.561481
"2412","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1961,44571.4072621
"2413","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1962,18285.2330707
"2414","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1963,32049.7214827
"2415","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1964,8873.3307308
"2416","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1965,3462.9006036
"2417","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1966,18746.8262091
"2418","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1967,22926.2751849
"2419","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1968,22465.1184099
"2420","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1969,13278.3002456
"2421","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1970,9527.6576491
"2422","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1971,25423.5829231
"2423","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1972,24093.8249657
"2424","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1973,87662.828549
"2425","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1974,28399.2837906
"2426","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1975,3503.3832263
"2427","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1976,18453.9271942
"2428","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1977,90897.7491108
"2429","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1978,9223.1950041
"2430","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1979,27371.9653388
"2431","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1980,12476.9783656
"2432","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1981,25258.6177232
"2433","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1982,3707.502124
"2434","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1983,40041.7369884
"2435","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1984,58379.0163119
"2436","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1985,62852.4353764
"2437","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1986,41007.1711762
"2438","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1987,15417.7899958
"2439","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1988,64154.6627702
"2440","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1989,7807.3544487
"2441","GID Shortages","CT","2020s","Add30kAcFtIncPSCCap",1990,15673.5187829
