"","Measure","Scenario","Period","Strategy","WYear","Value"
"3923","GID Shortages","WD","2020s","Baseline",1953,5424.7706153
"3924","GID Shortages","WD","2020s","Baseline",1954,12553.4609688
"3925","GID Shortages","WD","2020s","Baseline",1955,1457.4934254
"3926","GID Shortages","WD","2020s","Baseline",1956,19239.5796612
"3927","GID Shortages","WD","2020s","Baseline",1957,10106.0970052
"3928","GID Shortages","WD","2020s","Baseline",1958,3481.5055522
"3929","GID Shortages","WD","2020s","Baseline",1959,22724.1794266
"3930","GID Shortages","WD","2020s","Baseline",1960,35257.0718115
"3931","GID Shortages","WD","2020s","Baseline",1961,48531.940654
"3932","GID Shortages","WD","2020s","Baseline",1962,18730.9386144
"3933","GID Shortages","WD","2020s","Baseline",1963,34254.8045858
"3934","GID Shortages","WD","2020s","Baseline",1964,8685.3572789
"3935","GID Shortages","WD","2020s","Baseline",1965,2570.4977812
"3936","GID Shortages","WD","2020s","Baseline",1966,18035.6530406
"3937","GID Shortages","WD","2020s","Baseline",1967,32048.1743761
"3938","GID Shortages","WD","2020s","Baseline",1968,23107.7230205
"3939","GID Shortages","WD","2020s","Baseline",1969,11755.431649
"3940","GID Shortages","WD","2020s","Baseline",1970,15377.7437365
"3941","GID Shortages","WD","2020s","Baseline",1971,29200.0106296
"3942","GID Shortages","WD","2020s","Baseline",1972,22840.5099421
"3943","GID Shortages","WD","2020s","Baseline",1973,95742.2159082
"3944","GID Shortages","WD","2020s","Baseline",1974,26038.1412679
"3945","GID Shortages","WD","2020s","Baseline",1975,1486.9479549
"3946","GID Shortages","WD","2020s","Baseline",1976,16706.8471488
"3947","GID Shortages","WD","2020s","Baseline",1977,84235.6899095
"3948","GID Shortages","WD","2020s","Baseline",1978,9246.7189583
"3949","GID Shortages","WD","2020s","Baseline",1979,31751.7447846
"3950","GID Shortages","WD","2020s","Baseline",1980,10378.1894198
"3951","GID Shortages","WD","2020s","Baseline",1981,24734.8824697
"3952","GID Shortages","WD","2020s","Baseline",1982,3660.8310749
"3953","GID Shortages","WD","2020s","Baseline",1983,41525.0948626
"3954","GID Shortages","WD","2020s","Baseline",1984,52299.0658862
"3955","GID Shortages","WD","2020s","Baseline",1985,57649.2183601
"3956","GID Shortages","WD","2020s","Baseline",1986,37603.4573174
"3957","GID Shortages","WD","2020s","Baseline",1987,20547.757465
"3958","GID Shortages","WD","2020s","Baseline",1988,57050.7261223
"3959","GID Shortages","WD","2020s","Baseline",1989,8335.9888731
"3960","GID Shortages","WD","2020s","Baseline",1990,13936.3164181
"3961","GID Shortages","WD","2020s","Baseline",1991,9513.5948468
"3962","GID Shortages","WD","2020s","Baseline",1992,55212.465961
"3963","GID Shortages","WD","2020s","Baseline",1993,7529.4901364
"3964","GID Shortages","WD","2020s","Baseline",1994,49750.386275
"3965","GID Shortages","WD","2020s","Baseline",1995,10746.8569887
"3966","GID Shortages","WD","2020s","Baseline",1996,9311.1023945
"3967","GID Shortages","WD","2020s","Baseline",1997,2880.2761258
"3968","GID Shortages","WD","2020s","Baseline",1998,12538.1684151
"3969","GID Shortages","WD","2020s","Baseline",1999,11404.7938224
"3970","GID Shortages","WD","2050s","Add30kAcFt",1951,3554.5369176
"3971","GID Shortages","WD","2050s","Add30kAcFt",1952,36184.2250283
"3972","GID Shortages","WD","2050s","Add30kAcFt",1953,20466.7723849
"3973","GID Shortages","WD","2050s","Add30kAcFt",1954,18755.1964525
"3974","GID Shortages","WD","2050s","Add30kAcFt",1955,2111.998856
"3975","GID Shortages","WD","2050s","Add30kAcFt",1956,23222.5659335
"3976","GID Shortages","WD","2050s","Add30kAcFt",1957,12160.1587025
"3977","GID Shortages","WD","2050s","Add30kAcFt",1958,5276.4070593
"3978","GID Shortages","WD","2050s","Add30kAcFt",1959,27989.7964091
"3979","GID Shortages","WD","2050s","Add30kAcFt",1960,33781.4494703
"3980","GID Shortages","WD","2050s","Add30kAcFt",1961,52014.2990983
"3981","GID Shortages","WD","2050s","Add30kAcFt",1962,19343.6721668
"3982","GID Shortages","WD","2050s","Add30kAcFt",1963,42570.3438832
"3983","GID Shortages","WD","2050s","Add30kAcFt",1964,9699.5253246
"3984","GID Shortages","WD","2050s","Add30kAcFt",1965,4283.1646221
"3985","GID Shortages","WD","2050s","Add30kAcFt",1966,29422.3377819
"3986","GID Shortages","WD","2050s","Add30kAcFt",1967,23112.1064892
"3987","GID Shortages","WD","2050s","Add30kAcFt",1968,45323.1027227
"3988","GID Shortages","WD","2050s","Add30kAcFt",1969,36049.8647705
"3989","GID Shortages","WD","2050s","Add30kAcFt",1970,25758.3529897
"3990","GID Shortages","WD","2050s","Add30kAcFt",1971,40840.5993656
"3991","GID Shortages","WD","2050s","Add30kAcFt",1972,25305.7846398
"3992","GID Shortages","WD","2050s","Add30kAcFt",1973,108046.9299043
"3993","GID Shortages","WD","2050s","Add30kAcFt",1974,53699.5543838
"3994","GID Shortages","WD","2050s","Add30kAcFt",1975,4403.4422429
"3995","GID Shortages","WD","2050s","Add30kAcFt",1976,19850.8057764
"3996","GID Shortages","WD","2050s","Add30kAcFt",1977,98991.5761316
"3997","GID Shortages","WD","2050s","Add30kAcFt",1978,10456.85384
"3998","GID Shortages","WD","2050s","Add30kAcFt",1979,42412.4795059
"3999","GID Shortages","WD","2050s","Add30kAcFt",1980,13666.1678041
"4000","GID Shortages","WD","2050s","Add30kAcFt",1981,32981.1193253
"4001","GID Shortages","WD","2050s","Add30kAcFt",1982,5907.5472133
"4002","GID Shortages","WD","2050s","Add30kAcFt",1983,48210.4003323
"4003","GID Shortages","WD","2050s","Add30kAcFt",1984,70213.8065956
"4004","GID Shortages","WD","2050s","Add30kAcFt",1985,68528.5513101
"4005","GID Shortages","WD","2050s","Add30kAcFt",1986,52508.7384999
"4006","GID Shortages","WD","2050s","Add30kAcFt",1987,22837.6537453
"4007","GID Shortages","WD","2050s","Add30kAcFt",1988,64254.907344
"4008","GID Shortages","WD","2050s","Add30kAcFt",1989,8396.5640469
"4009","GID Shortages","WD","2050s","Add30kAcFt",1990,30128.8299612
"4010","GID Shortages","WD","2050s","Add30kAcFt",1991,14936.124141
"4011","GID Shortages","WD","2050s","Add30kAcFt",1992,62319.834012
"4012","GID Shortages","WD","2050s","Add30kAcFt",1993,7513.4835335
"4013","GID Shortages","WD","2050s","Add30kAcFt",1994,47651.7758415
"4014","GID Shortages","WD","2050s","Add30kAcFt",1995,10719.9016314
"4015","GID Shortages","WD","2050s","Add30kAcFt",1996,14447.000439
"4016","GID Shortages","WD","2050s","Add30kAcFt",1997,8349.5161385
"4017","GID Shortages","WD","2050s","Add30kAcFt",1998,17152.5725272
"4018","GID Shortages","WD","2050s","Add30kAcFt",1999,16357.5184124
"4019","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1951,3554.5369176
"4020","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1952,34661.4159358
"4021","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1953,20466.7723849
"4022","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1954,18755.1964525
"4023","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1955,2111.998856
"4024","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1956,23222.5659335
"4025","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1957,12160.1587025
"4026","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1958,5276.4070593
"4027","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1959,27989.7964091
"4028","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1960,33129.2845343
"4029","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1961,46639.8887863
"4030","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1962,19343.6721668
"4031","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1963,38532.7725165
"4032","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1964,9699.5253246
"4033","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1965,4283.1646221
"4034","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1966,25228.8656732
"4035","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1967,22559.8092677
"4036","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1968,43327.6525639
"4037","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1969,31135.5004903
"4038","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1970,19182.6937416
"4039","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1971,35322.1296275
"4040","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1972,25305.7846398
"4041","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1973,102265.134689
"4042","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1974,49007.5965947
"4043","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1975,4403.4422429
"4044","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1976,19850.8057764
"4045","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1977,98567.549915
"4046","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1978,10456.85384
"4047","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1979,40014.4841106
"4048","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1980,13641.4736026
"4049","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1981,32634.9244715
"4050","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1982,5907.5472133
"4051","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1983,47945.7260955
"4052","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1984,67800.2012914
"4053","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1985,66135.8914491
"4054","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1986,51648.0116934
"4055","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1987,20558.2301866
"4056","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1988,61901.5003543
"4057","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1989,8396.5640469
"4058","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1990,29588.5922373
"4059","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1991,14936.124141
"4060","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1992,60849.7653868
"4061","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1993,7513.4835335
"4062","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1994,47504.2453429
"4063","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1995,10719.9016314
"4064","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1996,14447.000439
"4065","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1997,8349.5161385
"4066","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1998,17152.5725272
"4067","GID Shortages","WD","2050s","Add30kAcFtIncPSCCap",1999,16357.5184124
"4068","GID Shortages","WD","2050s","Baseline",1951,3554.5369176
"4069","GID Shortages","WD","2050s","Baseline",1952,42790.2313674
"4070","GID Shortages","WD","2050s","Baseline",1953,20466.7723849
"4071","GID Shortages","WD","2050s","Baseline",1954,18755.1964525
"4072","GID Shortages","WD","2050s","Baseline",1955,2111.998856
"4073","GID Shortages","WD","2050s","Baseline",1956,25283.5896105
"4074","GID Shortages","WD","2050s","Baseline",1957,12160.1587025
"4075","GID Shortages","WD","2050s","Baseline",1958,5276.4070593
"4076","GID Shortages","WD","2050s","Baseline",1959,30375.7521415
"4077","GID Shortages","WD","2050s","Baseline",1960,40493.3532727
"4078","GID Shortages","WD","2050s","Baseline",1961,52828.930062
"4079","GID Shortages","WD","2050s","Baseline",1962,19343.6721668
"4080","GID Shortages","WD","2050s","Baseline",1963,46715.082134
"4081","GID Shortages","WD","2050s","Baseline",1964,9422.6924167
"4082","GID Shortages","WD","2050s","Baseline",1965,4283.1646221
"4083","GID Shortages","WD","2050s","Baseline",1966,36368.9455894
"4084","GID Shortages","WD","2050s","Baseline",1967,29495.9046842
"4085","GID Shortages","WD","2050s","Baseline",1968,44427.3081666
"4086","GID Shortages","WD","2050s","Baseline",1969,33768.8346011
"4087","GID Shortages","WD","2050s","Baseline",1970,23148.0469656
"4088","GID Shortages","WD","2050s","Baseline",1971,40724.9630646
"4089","GID Shortages","WD","2050s","Baseline",1972,27495.4760157
"4090","GID Shortages","WD","2050s","Baseline",1973,109642.1753212
"4091","GID Shortages","WD","2050s","Baseline",1974,53466.2388077
"4092","GID Shortages","WD","2050s","Baseline",1975,4403.4422429
"4093","GID Shortages","WD","2050s","Baseline",1976,25443.0209291
"4094","GID Shortages","WD","2050s","Baseline",1977,94404.2067156
"4095","GID Shortages","WD","2050s","Baseline",1978,10456.85384
"4096","GID Shortages","WD","2050s","Baseline",1979,49196.8989715
"4097","GID Shortages","WD","2050s","Baseline",1980,13365.7911073
"4098","GID Shortages","WD","2050s","Baseline",1981,39886.391618
"4099","GID Shortages","WD","2050s","Baseline",1982,10780.952838
"4100","GID Shortages","WD","2050s","Baseline",1983,48143.6367321
"4101","GID Shortages","WD","2050s","Baseline",1984,68227.3217212
"4102","GID Shortages","WD","2050s","Baseline",1985,68228.2341174
"4103","GID Shortages","WD","2050s","Baseline",1986,59008.2920041
"4104","GID Shortages","WD","2050s","Baseline",1987,32024.8289342
"4105","GID Shortages","WD","2050s","Baseline",1988,61229.4808836
"4106","GID Shortages","WD","2050s","Baseline",1989,8396.5640469
"4107","GID Shortages","WD","2050s","Baseline",1990,36555.9273063
"4108","GID Shortages","WD","2050s","Baseline",1991,14936.124141
"4109","GID Shortages","WD","2050s","Baseline",1992,64639.9187057
"4110","GID Shortages","WD","2050s","Baseline",1993,7513.4835335
"4111","GID Shortages","WD","2050s","Baseline",1994,54102.6946613
"4112","GID Shortages","WD","2050s","Baseline",1995,10719.9016314
"4113","GID Shortages","WD","2050s","Baseline",1996,17642.2912702
"4114","GID Shortages","WD","2050s","Baseline",1997,8349.5161385
"4115","GID Shortages","WD","2050s","Baseline",1998,17152.5725272
"4116","GID Shortages","WD","2050s","Baseline",1999,20797.079644
"4117","GID Shortages","WD","2080s","Add30kAcFt",1951,6017.2926084
"4118","GID Shortages","WD","2080s","Add30kAcFt",1952,44758.6468301
"4119","GID Shortages","WD","2080s","Add30kAcFt",1953,26533.2947187
"4120","GID Shortages","WD","2080s","Add30kAcFt",1954,30025.0151414
"4121","GID Shortages","WD","2080s","Add30kAcFt",1955,5500.7375163
"4122","GID Shortages","WD","2080s","Add30kAcFt",1956,34513.171388
"4123","GID Shortages","WD","2080s","Add30kAcFt",1957,13867.7081908
"4124","GID Shortages","WD","2080s","Add30kAcFt",1958,9885.9913393
"4125","GID Shortages","WD","2080s","Add30kAcFt",1959,35827.7161305
"4126","GID Shortages","WD","2080s","Add30kAcFt",1960,42922.3503041
"4127","GID Shortages","WD","2080s","Add30kAcFt",1961,48821.0710759
"4128","GID Shortages","WD","2080s","Add30kAcFt",1962,26797.6516003
"4129","GID Shortages","WD","2080s","Add30kAcFt",1963,62702.2866974
"4130","GID Shortages","WD","2080s","Add30kAcFt",1964,12585.910538
"4131","GID Shortages","WD","2080s","Add30kAcFt",1965,7561.8802015
"4132","GID Shortages","WD","2080s","Add30kAcFt",1966,27663.5552635
"4133","GID Shortages","WD","2080s","Add30kAcFt",1967,24529.4148124
"4134","GID Shortages","WD","2080s","Add30kAcFt",1968,34877.1976371
"4135","GID Shortages","WD","2080s","Add30kAcFt",1969,25405.1763215
"4136","GID Shortages","WD","2080s","Add30kAcFt",1970,40438.5301619
"4137","GID Shortages","WD","2080s","Add30kAcFt",1971,41473.2072874
"4138","GID Shortages","WD","2080s","Add30kAcFt",1972,32794.0582696
"4139","GID Shortages","WD","2080s","Add30kAcFt",1973,125508.229537
"4140","GID Shortages","WD","2080s","Add30kAcFt",1974,56884.8485262
"4141","GID Shortages","WD","2080s","Add30kAcFt",1975,4347.9844217
"4142","GID Shortages","WD","2080s","Add30kAcFt",1976,41938.8665393
"4143","GID Shortages","WD","2080s","Add30kAcFt",1977,108308.0140604
"4144","GID Shortages","WD","2080s","Add30kAcFt",1978,11738.17546
"4145","GID Shortages","WD","2080s","Add30kAcFt",1979,49381.4806897
"4146","GID Shortages","WD","2080s","Add30kAcFt",1980,16208.2821296
"4147","GID Shortages","WD","2080s","Add30kAcFt",1981,38146.5909075
"4148","GID Shortages","WD","2080s","Add30kAcFt",1982,10803.6239001
"4149","GID Shortages","WD","2080s","Add30kAcFt",1983,69024.6766612
"4150","GID Shortages","WD","2080s","Add30kAcFt",1984,90798.0400739
"4151","GID Shortages","WD","2080s","Add30kAcFt",1985,74345.4936138
"4152","GID Shortages","WD","2080s","Add30kAcFt",1986,63332.3359429
"4153","GID Shortages","WD","2080s","Add30kAcFt",1987,42964.737058
"4154","GID Shortages","WD","2080s","Add30kAcFt",1988,83419.0556411
"4155","GID Shortages","WD","2080s","Add30kAcFt",1989,10449.6340092
"4156","GID Shortages","WD","2080s","Add30kAcFt",1990,35314.3147557
"4157","GID Shortages","WD","2080s","Add30kAcFt",1991,18854.8261506
"4158","GID Shortages","WD","2080s","Add30kAcFt",1992,69043.9361549
"4159","GID Shortages","WD","2080s","Add30kAcFt",1993,8724.1142827
"4160","GID Shortages","WD","2080s","Add30kAcFt",1994,62452.2306345
"4161","GID Shortages","WD","2080s","Add30kAcFt",1995,14848.0184036
"4162","GID Shortages","WD","2080s","Add30kAcFt",1996,23850.1953456
"4163","GID Shortages","WD","2080s","Add30kAcFt",1997,8674.2101775
"4164","GID Shortages","WD","2080s","Add30kAcFt",1998,20096.1610154
"4165","GID Shortages","WD","2080s","Add30kAcFt",1999,20932.2927939
"4166","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1951,6017.2926084
"4167","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1952,43125.001434
"4168","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1953,26533.2947187
"4169","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1954,30025.0151414
"4170","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1955,5500.7375163
"4171","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1956,29900.413556
"4172","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1957,13211.3978025
"4173","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1958,9885.9913393
"4174","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1959,35827.7161305
"4175","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1960,42061.6830017
"4176","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1961,44702.7526455
"4177","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1962,26797.6516003
"4178","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1963,61414.4592958
"4179","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1964,12484.3370393
"4180","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1965,7561.8802015
"4181","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1966,26280.9576653
"4182","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1967,24470.4264146
"4183","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1968,31391.6656408
"4184","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1969,21757.6939997
"4185","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1970,35507.7030807
"4186","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1971,34068.477414
"4187","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1972,30687.0180886
"4188","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1973,121644.0729524
"4189","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1974,51620.0249317
"4190","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1975,4347.9844217
"4191","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1976,40153.0889942
"4192","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1977,109515.4910923
"4193","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1978,11738.17546
"4194","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1979,46641.892091
"4195","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1980,16208.2821296
"4196","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1981,37873.4274191
"4197","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1982,10583.7165812
"4198","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1983,67385.1006898
"4199","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1984,87795.2648409
"4200","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1985,70474.9105864
"4201","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1986,62639.4503678
"4202","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1987,41392.440389
"4203","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1988,80266.2110679
"4204","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1989,10449.6340092
"4205","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1990,35188.1263943
"4206","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1991,18854.8261506
"4207","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1992,67129.5900844
"4208","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1993,8724.1142827
"4209","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1994,61914.0358847
"4210","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1995,14848.0184036
"4211","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1996,22190.5268231
"4212","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1997,8674.2101775
"4213","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1998,20096.1610154
"4214","GID Shortages","WD","2080s","Add30kAcFtIncPSCCap",1999,20426.5476133
"4215","GID Shortages","WD","2080s","Baseline",1951,6017.2926084
"4216","GID Shortages","WD","2080s","Baseline",1952,51490.5440101
"4217","GID Shortages","WD","2080s","Baseline",1953,28258.1995695
"4218","GID Shortages","WD","2080s","Baseline",1954,30025.0151414
"4219","GID Shortages","WD","2080s","Baseline",1955,8733.1390712
"4220","GID Shortages","WD","2080s","Baseline",1956,36628.74049
"4221","GID Shortages","WD","2080s","Baseline",1957,14429.6054071
"4222","GID Shortages","WD","2080s","Baseline",1958,9885.9913393
"4223","GID Shortages","WD","2080s","Baseline",1959,38340.1379101
"4224","GID Shortages","WD","2080s","Baseline",1960,49228.6939956
"4225","GID Shortages","WD","2080s","Baseline",1961,51151.1722931
"4226","GID Shortages","WD","2080s","Baseline",1962,28720.447253
"4227","GID Shortages","WD","2080s","Baseline",1963,69227.2286176
"4228","GID Shortages","WD","2080s","Baseline",1964,12224.3041223
"4229","GID Shortages","WD","2080s","Baseline",1965,7561.8802015
"4230","GID Shortages","WD","2080s","Baseline",1966,34531.7366672
"4231","GID Shortages","WD","2080s","Baseline",1967,31427.5069437
"4232","GID Shortages","WD","2080s","Baseline",1968,37330.88887
"4233","GID Shortages","WD","2080s","Baseline",1969,30609.1668911
"4234","GID Shortages","WD","2080s","Baseline",1970,40285.7831372
"4235","GID Shortages","WD","2080s","Baseline",1971,40041.1816168
"4236","GID Shortages","WD","2080s","Baseline",1972,38557.4865527
"4237","GID Shortages","WD","2080s","Baseline",1973,124499.6747114
"4238","GID Shortages","WD","2080s","Baseline",1974,56775.241974
"4239","GID Shortages","WD","2080s","Baseline",1975,4347.9844217
"4240","GID Shortages","WD","2080s","Baseline",1976,48960.1916617
"4241","GID Shortages","WD","2080s","Baseline",1977,106772.3124129
"4242","GID Shortages","WD","2080s","Baseline",1978,11738.17546
"4243","GID Shortages","WD","2080s","Baseline",1979,56268.7232401
"4244","GID Shortages","WD","2080s","Baseline",1980,16208.2821296
"4245","GID Shortages","WD","2080s","Baseline",1981,44865.0203262
"4246","GID Shortages","WD","2080s","Baseline",1982,17818.9986125
"4247","GID Shortages","WD","2080s","Baseline",1983,66034.0997687
"4248","GID Shortages","WD","2080s","Baseline",1984,90846.9326094
"4249","GID Shortages","WD","2080s","Baseline",1985,74061.579718
"4250","GID Shortages","WD","2080s","Baseline",1986,69674.2829209
"4251","GID Shortages","WD","2080s","Baseline",1987,49526.2144956
"4252","GID Shortages","WD","2080s","Baseline",1988,79640.1684318
"4253","GID Shortages","WD","2080s","Baseline",1989,10449.6340092
"4254","GID Shortages","WD","2080s","Baseline",1990,41844.5723755
"4255","GID Shortages","WD","2080s","Baseline",1991,20248.3526685
"4256","GID Shortages","WD","2080s","Baseline",1992,71447.4852662
"4257","GID Shortages","WD","2080s","Baseline",1993,8724.1142827
"4258","GID Shortages","WD","2080s","Baseline",1994,68880.7164086
"4259","GID Shortages","WD","2080s","Baseline",1995,14848.0184036
"4260","GID Shortages","WD","2080s","Baseline",1996,30349.5505028
"4261","GID Shortages","WD","2080s","Baseline",1997,8674.2101775
"4262","GID Shortages","WD","2080s","Baseline",1998,20096.1610154
"4263","GID Shortages","WD","2080s","Baseline",1999,28231.0061958
"4264","GID Shortages","WW","2020s","Add30kAcFt",1951,1486.1744016
"4265","GID Shortages","WW","2020s","Add30kAcFt",1952,15194.7487943
"4266","GID Shortages","WW","2020s","Add30kAcFt",1953,9558.4411035
"4267","GID Shortages","WW","2020s","Add30kAcFt",1954,8133.2385697
"4268","GID Shortages","WW","2020s","Add30kAcFt",1955,1338.3860519
"4269","GID Shortages","WW","2020s","Add30kAcFt",1956,13246.6638991
"4270","GID Shortages","WW","2020s","Add30kAcFt",1957,8524.9342253
"4271","GID Shortages","WW","2020s","Add30kAcFt",1958,3772.5797747
"4272","GID Shortages","WW","2020s","Add30kAcFt",1959,18252.0099482
"4273","GID Shortages","WW","2020s","Add30kAcFt",1960,28432.8837724
"4274","GID Shortages","WW","2020s","Add30kAcFt",1961,33574.5140452
"4275","GID Shortages","WW","2020s","Add30kAcFt",1962,12830.7897442
"4276","GID Shortages","WW","2020s","Add30kAcFt",1963,24008.5952598
"4277","GID Shortages","WW","2020s","Add30kAcFt",1964,9401.2907754
"4278","GID Shortages","WW","2020s","Add30kAcFt",1965,2253.5591099
"4279","GID Shortages","WW","2020s","Add30kAcFt",1966,11436.6681853
"4280","GID Shortages","WW","2020s","Add30kAcFt",1967,16112.6590409
"4281","GID Shortages","WW","2020s","Add30kAcFt",1968,19461.4307807
"4282","GID Shortages","WW","2020s","Add30kAcFt",1969,10480.6356453
"4283","GID Shortages","WW","2020s","Add30kAcFt",1970,4738.113136
"4284","GID Shortages","WW","2020s","Add30kAcFt",1971,19190.2110929
"4285","GID Shortages","WW","2020s","Add30kAcFt",1972,19528.4919014
"4286","GID Shortages","WW","2020s","Add30kAcFt",1973,68787.6718309
"4287","GID Shortages","WW","2020s","Add30kAcFt",1974,17975.9109242
"4288","GID Shortages","WW","2020s","Add30kAcFt",1975,2529.6581339
"4289","GID Shortages","WW","2020s","Add30kAcFt",1976,14755.5887016
"4290","GID Shortages","WW","2020s","Add30kAcFt",1977,57158.5872209
"4291","GID Shortages","WW","2020s","Add30kAcFt",1978,7640.921481
"4292","GID Shortages","WW","2020s","Add30kAcFt",1979,20806.7193082
"4293","GID Shortages","WW","2020s","Add30kAcFt",1980,10216.2787637
"4294","GID Shortages","WW","2020s","Add30kAcFt",1981,21589.8924377
"4295","GID Shortages","WW","2020s","Add30kAcFt",1982,1989.6584264
"4296","GID Shortages","WW","2020s","Add30kAcFt",1983,16091.7929365
"4297","GID Shortages","WW","2020s","Add30kAcFt",1984,26999.9060362
"4298","GID Shortages","WW","2020s","Add30kAcFt",1985,43665.298662
