Measure,Scenario,Period,Strategy,WYear,Value
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1951,95884.2918643
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1952,479968.4408434
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1953,180384.9336964
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1954,265174.3885952
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1955,21582.8511192
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1956,356048.336066
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1957,190364.2472992
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1958,62365.7116731
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1959,373501.9398351
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1960,462584.2386896
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1961,842611.0014367
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1962,290886.3482216
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1963,357903.5945652
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1964,106479.9687696
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1965,41554.8072432
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1966,327901.4488329
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1967,450861.9904937
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1968,324988.9214849
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1969,205876.8074916
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1970,120835.0155394
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1971,499876.291217
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1972,397340.1748566
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1973,704350.0317
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1974,448892.0675938
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1975,42040.5987156
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1976,268983.5633914
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1977,299926.9648122
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1978,110678.3400492
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1979,457668.446311
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1980,154248.0751266
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1981,315265.1383222
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1982,158494.9819171
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1983,409430.1187211
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1984,453280.1181095
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1985,627309.5378931
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1986,506918.2840968
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1987,185385.5590869
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1988,378066.4596767
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1989,93688.2533844
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1990,268946.1353125
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1991,182157.2038108
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1992,400650.625956
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1993,92362.0260036
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1994,344303.4366427
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1995,131511.9552106
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1996,154624.6567408
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1997,112148.964046
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1998,177931.539984
GID Shortages,CT,2020s,PishkunAdd30kAcFt,1999,178903.3609452
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1951,215326.9312984
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1952,639836.0038352
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1953,442648.9370912
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1954,590844.3940087
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1955,114551.2239018
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1956,521959.7106601
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1957,235143.7602337
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1958,245291.3315966
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1959,615316.7047198
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1960,539421.5656644
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1961,790669.7138691
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1962,404162.4389298
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1963,692086.6730534
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1964,166598.0320734
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1965,152204.8630102
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1966,482671.8906187
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1967,545624.8879241
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1968,508876.4053502
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1969,345921.2737829
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1970,422070.1779901
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1971,708441.8708059
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1972,628612.9355342
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1973,882490.8476037
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1974,642026.0919051
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1975,109953.3222601
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1976,501879.0405454
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1977,378383.7553726
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1978,139925.9737935
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1979,661064.6072124
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1980,234802.4645508
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1981,357021.3669439
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1982,319546.2996396
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1983,575638.2402619
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1984,779742.9759861
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1985,595991.2011382
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1986,674498.7288612
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1987,353900.63475
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1988,508144.5445896
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1989,133053.0717312
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1990,406435.2575334
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1991,374227.1758059
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1992,715946.8650878
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1993,115067.1244488
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1994,546491.9816693
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1995,187073.5118916
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1996,370771.6735454
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1997,109948.3834198
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1998,306801.5924934
GID Shortages,CT,2050s,PishkunAdd30kAcFt,1999,459733.4170933
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1951,183285.7585714
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1952,771385.0896042
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1953,601200.8049279
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1954,682271.6106013
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1955,154406.2171897
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1956,594947.0430261
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1957,450733.4814724
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1958,200344.8699922
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1959,733176.5747633
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1960,739756.557976
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1961,819712.5146665
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1962,476525.0575846
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1963,760920.2423801
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1964,234586.583676
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1965,145999.2399253
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1966,569332.0354133
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1967,645959.0748987
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1968,562126.0690686
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1969,421662.515401
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1970,585199.2598764
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1971,900294.5933319
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1972,674235.0661941
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1973,1028894.6360702
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1974,703746.5411178
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1975,123113.387859
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1976,583833.3630956
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1977,532227.3612968
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1978,188879.4414919
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1979,819328.614048
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1980,289801.7471562
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1981,478140.435222
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1982,438407.4253391
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1983,695415.0547216
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1984,1050771.8936415
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1985,704504.9605417
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1986,806752.0456537
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1987,403071.0742317
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1988,701738.0793958
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1989,150266.1797628
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1990,605750.547918
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1991,522397.3038115
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1992,685865.4003902
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1993,129082.4821464
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1994,720419.6692766
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1995,250268.8297269
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1996,470828.1350506
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1997,255802.770531
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1998,491583.7205022
GID Shortages,CT,2080s,PishkunAdd30kAcFt,1999,493791.8779838
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1951,128884.7896915
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1952,435738.1309172
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1953,406793.0755214
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1954,283517.7373369
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1955,69200.9278054
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1956,310392.7442672
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1957,188821.583672
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1958,144752.4108486
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1959,461526.5334774
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1960,693660.9531924
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1961,684148.5087582
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1962,396715.5206495
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1963,670628.5226931
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1964,129206.8655501
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1965,146551.9933449
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1966,335965.8609936
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1967,481843.4150344
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1968,363919.5185793
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1969,395741.2798549
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1970,292136.370685
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1971,532142.0522521
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1972,476378.5386557
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1973,840121.8854296
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1974,593830.9642918
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1975,56122.3629888
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1976,325146.9048704
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1977,329067.9077052
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1978,129305.979546
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1979,612170.445267
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1980,336995.5794441
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1981,393031.125951
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1982,197281.6584283
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1983,417518.4911994
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1984,678869.8603778
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1985,583802.7383188
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1986,641684.1813465
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1987,329769.342036
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1988,551897.0167581
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1989,155413.006727
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1990,268869.5733705
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1991,375334.9636356
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1992,558662.2362341
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1993,141489.840715
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1994,411384.6895632
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1995,135659.3314765
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1996,325017.9991551
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1997,135552.3827741
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1998,275322.5946685
GID Shortages,HD,2020s,PishkunAdd30kAcFt,1999,375920.8211695
